NO.,KODE PUSK.,NAMA PUSKESMAS,ALAMAT,Kota_Kabupaten,PONED,JENIS PUSKESMAS,full_address,location,latitude,longitude
58,P3205261201,SUKAMERANG,"Jl. Sukamerang, Ds. Sukamerang, Kec. Kersamanah",Garut,,2,"Jl. Sukamerang, Ds. Sukamerang, Kec. Kersamanah, Garut, Indonesia","Jl. Raya Sukamerang, Sukamerang, Kec. Kersamanah, Kabupaten Garut, Jawa Barat, Indonesia",-7.0557206,108.0089491
59,P3205270201,CIBIUK,"Jl. Raya Leuwigoong, Ds. Cibiuk, Kec. Cibiuk",Garut,,2,"Jl. Raya Leuwigoong, Ds. Cibiuk, Kec. Cibiuk, Garut, Indonesia","Jl. Raya Leuwigoong, Kec. Cibiuk, Kabupaten Garut, Jawa Barat, Indonesia",-7.0642934,107.9639199
60,P3205280201,RANCASALAK,"Jl. Raya Rancasalak - Kadungora, Ds. Mandalasari, Kec. Kadungora",Garut,,2,"Jl. Raya Rancasalak - Kadungora, Ds. Mandalasari, Kec. Kadungora, Garut, Indonesia","Jl. Raya Rancasalak, Mandalasari, Kec. Kadungora, Kabupaten Garut, Jawa Barat, Indonesia",-7.0832979,107.8799282
61,P3205280202,KADUNGORA,"Jl. Raya Kadungora, Ds. Kadungora, Kec. Kadungora",Garut,,2,"Jl. Raya Kadungora, Ds. Kadungora, Kec. Kadungora, Garut, Indonesia","Jl. Raya Kadungora, Kec. Kadungora, Kabupaten Garut, Jawa Barat, Indonesia",-7.0846395,107.898608
62,P3205290101,BALUBUR LIMBANGAN D,"Jl. Raya Limbangan No.119, Ds. Limbangan Tengah, Kec. Blubur Limbangan",Garut,1.0,1,"Jl. Raya Limbangan No.119, Ds. Limbangan Tengah, Kec. Blubur Limbangan, Garut, Indonesia","Jl. Raya Limbangan No.119, Limbangan Tengah, Kec. Balubur Limbangan, Kabupaten Garut, Jawa Barat 44186, Indonesia",-7.0372849,107.9774014
63,P3205300201,SELAAWI,"Jl. Raya Selaawi No.49,Ds. Selaawi, Kec. Selaawi",Garut,1.0,2,"Jl. Raya Selaawi No.49,Ds. Selaawi, Kec. Selaawi, Garut, Indonesia","Jl. Selaawi No.49, Selaawi, Kec. Selaawi, Kabupaten Garut, Jawa Barat 44187, Indonesia",-7.0041478,108.0227497
64,P3205310101,MALANGBONG DTP,"Jl. Raya Malangbong, Ds. Malangbong, Kec. Malangbong",Garut,1.0,1,"Jl. Raya Malangbong, Ds. Malangbong, Kec. Malangbong, Garut, Indonesia","Jl. Raya Malangbong, Malangbong, Kec. Malangbong, Kabupaten Garut, Jawa Barat, Indonesia",-7.061878,108.086985
65,P3205310202,CITERAS,"Jl. Raya Malangbong Km.5, Ds. Bunisari, Kec. Malangbong",Garut,,2,"Jl. Raya Malangbong Km.5, Ds. Bunisari, Kec. Malangbong, Garut, Indonesia","Jl. Raya Malangbong, Bunisari, Kec. Malangbong, Kabupaten Garut, Jawa Barat, Indonesia",-7.0579749,108.0590853
1,P3206010101,CIPATUJAH,"Jl. Raya Cipatujah 123, Kec. Cipatujah",Tasikmalaya,1.0,1,"Jl. Raya Cipatujah 123, Kec. Cipatujah, Tasikmalaya, Indonesia","7289+6P7, Jl. Raya Cipatujah No.123, Cipatujah, Kec. Cipatujah, Kabupaten Tasikmalaya, Jawa Barat 46189, Indonesia",-7.734471499999999,108.0192361
2,P3206020101,KARANG NUNGGAL,"Ds. Karangnunggal No. 12, Kec. Karangnunggal",Tasikmalaya,1.0,1,"Ds. Karangnunggal No. 12, Kec. Karangnunggal, Tasikmalaya, Indonesia","Karangnunggal - Cipatujah No.12, Karangnunggal, Kec. Karangnunggal, Kabupaten Tasikmalaya, Jawa Barat 46186, Indonesia",-7.631289199999999,108.1141195
3,P3206030101,CIKALONG,"Ds. Cikalong, Kec. Cikalong",Tasikmalaya,1.0,1,"Ds. Cikalong, Kec. Cikalong, Tasikmalaya, Indonesia","Cikalong, Kec. Cikalong, Kabupaten Tasikmalaya, Jawa Barat 46195, Indonesia",-7.7926261,108.2116501
5,P3206040201,PANCATENGAH,"Jl. Raya Pancatengah, Kec. Panca Tengah",Tasikmalaya,1.0,2,"Jl. Raya Pancatengah, Kec. Panca Tengah, Tasikmalaya, Indonesia","Jl. Pancatengah Raya, Kec. Pancatengah, Kabupaten Tasikmalaya, Jawa Barat 46194, Indonesia",-7.6929772,108.2667585
11,P3206050101,CIKATOMAS,"Ds. Cikatomas, Kec. Cikatomas",Tasikmalaya,1.0,1,"Ds. Cikatomas, Kec. Cikatomas, Tasikmalaya, Indonesia","Cikatomas, Kec. Cikatomas, Kabupaten Tasikmalaya, Jawa Barat, Indonesia",-7.6338261,108.2375801
13,P3206060201,CIBALONG,"Ds. Cibalong, Kec. Cibalong",Tasikmalaya,,2,"Ds. Cibalong, Kec. Cibalong, Tasikmalaya, Indonesia","Cibalong, Girikencana, Kec. Parungponteng, Kabupaten Tasikmalaya, Jawa Barat, Indonesia",-7.516667,108.166667
17,P3206061201,PARUNGPONTENG,"Ds. Parungponteng, Kec. Parung Ponteng",Tasikmalaya,,2,"Ds. Parungponteng, Kec. Parung Ponteng, Tasikmalaya, Indonesia","Parungponteng, Tasikmalaya Regency, West Java, Indonesia",-7.5062362,108.147686
21,P3206070201,BANTARKALONG,"Ds. Simpang, Kec. Bantar Kalong",Tasikmalaya,1.0,2,"Ds. Simpang, Kec. Bantar Kalong, Tasikmalaya, Indonesia","Simpang, Bantarkalong, Tasikmalaya Regency, West Java, Indonesia",-7.6296217,108.104328
24,P3206071101,BOJONGASIH,"Ds. Bojongasih, Kec. Bojong Asih",Tasikmalaya,1.0,1,"Ds. Bojongasih, Kec. Bojong Asih, Tasikmalaya, Indonesia","Bojongasih, Tasikmalaya Regency, West Java, Indonesia",-7.5761879,108.1399022
36,P3206072201,CULAMEGA,"Ds. Culamega, Kec. Culamega",Tasikmalaya,,2,"Ds. Culamega, Kec. Culamega, Tasikmalaya, Indonesia","Culamega, Tasikmalaya Regency, West Java, Indonesia",-7.595910099999998,108.0589354
37,P3206080201,BOJONGGAMBIR,"Ds. Bojonggambir, Kec. Bojonggambir",Tasikmalaya,,2,"Ds. Bojonggambir, Kec. Bojonggambir, Tasikmalaya, Indonesia","Purwaraharja, Bojonggambir, Tasikmalaya Regency, West Java 46475, Indonesia",-7.484175199999999,107.985777
4,P3206090201,SODONGHILIR,"Ds. Sodonghilir, Kec. Sodonghilir",Tasikmalaya,,2,"Ds. Sodonghilir, Kec. Sodonghilir, Tasikmalaya, Indonesia","Sodonghilir, Tasikmalaya Regency, West Java 46473, Indonesia",-7.4915539,108.0569021
6,P3206100101,TARAJU,"Jl. Raya Taraju Rt 006/01, Kec. Taraju",Tasikmalaya,1.0,1,"Jl. Raya Taraju Rt 006/01, Kec. Taraju, Tasikmalaya, Indonesia","Jl. Raya Taraju, Cikubang, Kec. Taraju, Kabupaten Tasikmalaya, Jawa Barat 46474, Indonesia",-7.4479226,108.0285385
7,P3206110201,SALAWU,"Jl. Raya Salawu 118, Kec. Salawu",Tasikmalaya,,2,"Jl. Raya Salawu 118, Kec. Salawu, Tasikmalaya, Indonesia","Jl. Raya Salawu No.118, Margalaksana, Kec. Salawu, Kabupaten Tasikmalaya, Jawa Barat 46471, Indonesia",-7.3769848,108.0377658
8,P3206111201,PUSPAHIANG,"Jl. Raya Puspahiang 7, Kec. Puspahiang",Tasikmalaya,1.0,2,"Jl. Raya Puspahiang 7, Kec. Puspahiang, Tasikmalaya, Indonesia","Jl Raya Puspahiang No.7, Puspahiang, Kec. Puspahiang, Kabupaten Tasikmalaya, Jawa Barat 46471, Indonesia",-7.414506899999999,108.0494139
9,P3206120201,TANJUNGJAYA,"Ds. Cibalanarik, Kec. Tanjung Jaya",Tasikmalaya,,2,"Ds. Cibalanarik, Kec. Tanjung Jaya, Tasikmalaya, Indonesia","Cibalanarik, Tanjungjaya, Tasikmalaya Regency, West Java, Indonesia",-7.4049526,108.1458316
10,P3206130101,SUKARAJA,"Ds. Sukaraja, Kec. Sukaraja",Tasikmalaya,1.0,1,"Ds. Sukaraja, Kec. Sukaraja, Tasikmalaya, Indonesia","Raya Sukaraja, Kec. Sukaraja, Kabupaten Tasikmalaya, Jawa Barat, Indonesia",-7.475609,108.195756
12,P3206140201,SALOPA,"Jl. Raya Salopa 226, Kec. Salopa",Tasikmalaya,,2,"Jl. Raya Salopa 226, Kec. Salopa, Tasikmalaya, Indonesia","Jl. Raya Salopa No.226, Kawitan, Kec. Salopa, Kabupaten Tasikmalaya, Jawa Barat 46192, Indonesia",-7.5159065,108.2724176
14,P3206141201,JATIWARAS,"Ds. Jatiwaras, Kec. Jatiwaras",Tasikmalaya,,2,"Ds. Jatiwaras, Kec. Jatiwaras, Tasikmalaya, Indonesia","Jatiwaras, Tasikmalaya Regency, West Java, Indonesia",-7.4845259,108.2229243
15,P3206150201,CINEAM,"Ds. Cineam, Kec. Cineam",Tasikmalaya,1.0,2,"Ds. Cineam, Kec. Cineam, Tasikmalaya, Indonesia","Cineam, Tasikmalaya Regency, West Java, Indonesia",-7.398918699999999,108.350464
16,P3206160101,MANONJAYA,"Jl. Perumahan 6, Kec. Manonjaya",Tasikmalaya,1.0,1,"Jl. Perumahan 6, Kec. Manonjaya, Tasikmalaya, Indonesia","Manonjaya, Tasikmalaya Regency, West Java, Indonesia",-7.351134699999999,108.3087658
18,P3206161201,GUNUNGTANJUNG,"Ds. Gunungtanjung, Kec. Gunungtanjung",Tasikmalaya,,2,"Ds. Gunungtanjung, Kec. Gunungtanjung, Tasikmalaya, Indonesia","Gunungtanjung, Tasikmalaya Regency, West Java, Indonesia",-7.409309500000001,108.2881709
19,P3206190201,SINGAPARNA,"Ds. Singaparna, Kec. Singaparna",Tasikmalaya,,2,"Ds. Singaparna, Kec. Singaparna, Tasikmalaya, Indonesia","Singaparna, Tasikmalaya Regency, West Java, Indonesia",-7.350303,108.1253899
20,P3206190102,TINEWATI,"Jl. Raya Singaparna, Kec. Singaparna",Tasikmalaya,1.0,1,"Jl. Raya Singaparna, Kec. Singaparna, Tasikmalaya, Indonesia","Jl. Raya Singaparna, Kec. Singaparna, Kabupaten Tasikmalaya, Jawa Barat, Indonesia",-7.3454591,108.1333671
22,P3206191101,SUKARAME,"Ds. Sukarame, Kec. Sukarame",Tasikmalaya,,1,"Ds. Sukarame, Kec. Sukarame, Tasikmalaya, Indonesia","Sukarame, Tasikmalaya Regency, West Java, Indonesia",-7.3588922,108.1339729
23,P3206192201,MANGUNREJA,"Ds. Mangunreja, Kec. Mangunreja",Tasikmalaya,,2,"Ds. Mangunreja, Kec. Mangunreja, Tasikmalaya, Indonesia","Mangunreja, Tasikmalaya Regency, West Java, Indonesia",-7.370715899999999,108.0983994
25,P3206200101,CIGALONTANG,"Ds. Cigalontang, Kec. Cigalontang",Tasikmalaya,,1,"Ds. Cigalontang, Kec. Cigalontang, Tasikmalaya, Indonesia","Cigalontang, Puspamukti, Cigalontang, Tasikmalaya Regency, West Java, Indonesia",-7.35,108.016667
26,P3206210201,LEUWI SARI,"Ds. Leuwisari, Kec. Leuwisari",Tasikmalaya,,2,"Ds. Leuwisari, Kec. Leuwisari, Tasikmalaya, Indonesia","Jayamukti, Leuwisari, Tasikmalaya Regency, West Java 46464, Indonesia",-7.318761800000001,108.104328
27,P3206210202,KARANGJAYA,"Ds. Sirnajaya, Kec. Leuwisari",Tasikmalaya,,2,"Ds. Sirnajaya, Kec. Leuwisari, Tasikmalaya, Indonesia","Leuwisari, Tasikmalaya Regency, West Java, Indonesia",-7.317330699999999,108.0810962
28,P3206211201,SARIWANGI,"Ds. Sariwangi, Kec. Sariwangi",Tasikmalaya,,2,"Ds. Sariwangi, Kec. Sariwangi, Tasikmalaya, Indonesia","Sariwangi, Tasikmalaya Regency, West Java, Indonesia",-7.326264,108.0791321
29,P3206212201,CISARUNI,"Jl. Kantor Pos, Kec. Padakembang",Tasikmalaya,,2,"Jl. Kantor Pos, Kec. Padakembang, Tasikmalaya, Indonesia","Jl. Ktr. Pos, Kec. Singaparna, Kabupaten Tasikmalaya, Jawa Barat, Indonesia",-7.3490408,108.1089728
30,P3206221101,SUKARATU,"Ds. Sukaratu, Kec. Sukaratu",Tasikmalaya,1.0,1,"Ds. Sukaratu, Kec. Sukaratu, Tasikmalaya, Indonesia","Sukaratu, Tasikmalaya Regency, West Java, Indonesia",-7.266121999999999,108.1280437
31,P3206230201,CISAYONG,"Ds. Cisayong, Kec. Cisayong",Tasikmalaya,,2,"Ds. Cisayong, Kec. Cisayong, Tasikmalaya, Indonesia","Cisayong, Tasikmalaya Regency, West Java, Indonesia",-7.259984199999999,108.1517612
32,P3206231201,SUKAHENING,"Ds. Sukahening, Kec. Sukahening",Tasikmalaya,1.0,2,"Ds. Sukahening, Kec. Sukahening, Tasikmalaya, Indonesia","Sukahening, Tasikmalaya Regency, West Java, Indonesia",-7.208618899999999,108.1458316
33,P3206240101,RAJAPOLAH,"Ds. Rajapolah, Kec. Rajapolah",Tasikmalaya,1.0,1,"Ds. Rajapolah, Kec. Rajapolah, Tasikmalaya, Indonesia","Rajapolah, Tasikmalaya Regency, West Java, Indonesia",-7.2237487,108.1858582
34,P3206250101,JAMANIS,"Ds. Jamanis, Kec. Jamanis",Tasikmalaya,,1,"Ds. Jamanis, Kec. Jamanis, Tasikmalaya, Indonesia","R55G+H49, Sindangraja, Jamanis, Tasikmalaya Regency, West Java 46175, Indonesia",-7.191089600000001,108.1753701
35,P3206260101,CIAWI,"Jl. Panumbangan, Kec. Ciawi",Tasikmalaya,1.0,1,"Jl. Panumbangan, Kec. Ciawi, Tasikmalaya, Indonesia","Jl. Raya Panumbangan, Kec. Ciawi, Kabupaten Tasikmalaya, Jawa Barat, Indonesia",-7.1573645,108.1561508
38,P3206261201,KADIPATEN,"Pos Ciawi 46156, Kec. Kadipaten",Tasikmalaya,,2,"Pos Ciawi 46156, Kec. Kadipaten, Tasikmalaya, Indonesia","Ciawi, Tasikmalaya Regency, West Java, Indonesia",-7.161097799999999,108.1413845
39,P3206270201,PAGERAGEUNG,"Tanjaknangsi 18, Kec. Pagerageung",Tasikmalaya,1.0,2,"Tanjaknangsi 18, Kec. Pagerageung, Tasikmalaya, Indonesia","V5Q7+3XP, Pagerageung, Tasikmalaya Regency, West Java 46158, Indonesia",-7.112278099999999,108.1649523
40,P3206271201,SUKARESIK,"Ds. Sukaresik, Kec. Sukaresik",Tasikmalaya,1.0,2,"Ds. Sukaresik, Kec. Sukaresik, Tasikmalaya, Indonesia","Sukaresik, Tasikmalaya Regency, West Java, Indonesia",-7.1643268,108.1888233
1,P3207010201,CIMERAK,"Jl. Raya Sindangsari No. 36 Rt. 04 Rw.02 Ds. Sukajaya, Kec. Cimerak",Ciamis,1.0,2,"Jl. Raya Sindangsari No. 36 Rt. 04 Rw.02 Ds. Sukajaya, Kec. Cimerak, Ciamis, Indonesia","Jl. Sindangsari No.36, Sukajaya, Kec. Cimerak, Kab. Pangandaran, Jawa Barat 46395, Indonesia",-7.7344506,108.3810017
2,P3207010202,LEGOKJAWA,"Jl. Raya Legokjawa Ds. Legokjawa, Kec. Cimerak",Ciamis,,2,"Jl. Raya Legokjawa Ds. Legokjawa, Kec. Cimerak, Ciamis, Indonesia","Legokjawa, Cimerak, Pangandaran Regency, West Java, Indonesia",-7.810539599999999,108.4216702
3,P3207020101,CIJULANG,"Jl. Pasundan No.42 Rt. 02 Rw. 08, Kec. Cijulang",Ciamis,1.0,1,"Jl. Pasundan No.42 Rt. 02 Rw. 08, Kec. Cijulang, Ciamis, Indonesia","Jl. Pasundan No.42, Cijulang, Kec. Cijulang, Kab. Pangandaran, Jawa Barat 46394, Indonesia",-7.729373799999999,108.4720357
4,P3207030201,CIGUGUR,"Jl. Raya Jurago No. 407 Rt 01 Rw. 01 Ds. Cigugur, Kec. Cigugur",Ciamis,,2,"Jl. Raya Jurago No. 407 Rt 01 Rw. 01 Ds. Cigugur, Kec. Cigugur, Ciamis, Indonesia","Jl. Jurago No.407, Cigugur, Kab. Pangandaran, Jawa Barat 46392, Indonesia",-7.632775499999999,108.4163784
5,P3207040201,LANGKAPLANCAR,"Jl. Raya Bangunjaya, Kec. Langkaplancar",Ciamis,,2,"Jl. Raya Bangunjaya, Kec. Langkaplancar, Ciamis, Indonesia","Bangunjaya, Langkaplancar, Pangandaran Regency, West Java, Indonesia",-7.533344700000001,108.4127686
6,P3207050101,PARIGI,"Jl. Raya Cijulang No.143 Rt.01 Rw. 01 Ds. Parigi, Kec. Parigi",Ciamis,1.0,1,"Jl. Raya Cijulang No.143 Rt.01 Rw. 01 Ds. Parigi, Kec. Parigi, Ciamis, Indonesia","Jl. Raya Cijulang No.143, Parigi, Kec. Parigi, Kab. Pangandaran, Jawa Barat 46393, Indonesia",-7.704104500000001,108.4933956
7,P3207050202,SELASARI,"Jl. Raya Selasari Rt.05 Rw. 02 Ds. Selasari, Kec. Parigi",Ciamis,,2,"Jl. Raya Selasari Rt.05 Rw. 02 Ds. Selasari, Kec. Parigi, Ciamis, Indonesia","Jl. Raya Selasari, Selasari, Kec. Parigi, Kab. Pangandaran, Jawa Barat 46393, Indonesia",-7.6220442,108.5194053
8,P3207060201,CIKEMBULAN,"Jl. Raya Cijulang No. 93 Rt. 01 Rw 7 Ds. Cikembulan, Kec. Sidamulih",Ciamis,,2,"Jl. Raya Cijulang No. 93 Rt. 01 Rw 7 Ds. Cikembulan, Kec. Sidamulih, Ciamis, Indonesia","Jl. Raya Cijulang No.93, RT.001, Wonoharjo, Kec. Pangandaran, Kab. Pangandaran, Jawa Barat 46396, Indonesia",-7.6772255,108.62972
9,P3207060202,SIDAMULIH,"Jl. Karangsari No. 139 Rt. 01 RW 01 Ds. Sidamulih, Kec. Sidamulih",Ciamis,1.0,2,"Jl. Karangsari No. 139 Rt. 01 RW 01 Ds. Sidamulih, Kec. Sidamulih, Ciamis, Indonesia","Jl. Karangsari No.139, Sidamulih, Kec. Sidamulih, Kab. Pangandaran, Jawa Barat 46365, Indonesia",-7.6434343,108.6087875
10,P3207070101,PANGANDARAN,"Jl. Prapatan No. 11 Rt. 05 Rw. 08 Ds. Pangandaran, Kec. Pangandaran",Ciamis,1.0,1,"Jl. Prapatan No. 11 Rt. 05 Rw. 08 Ds. Pangandaran, Kec. Pangandaran, Ciamis, Indonesia","Pangandaran, Pananjung, Pangandaran, Pangandaran Regency, West Java, Indonesia",-7.683332999999999,108.65
11,P3207080101,KALIPUCANG,"Jl. Raya Kalipucang No.427 Rt.01 Rw.05 Ds.Kalipucang,Kec.Kalipucang",Ciamis,1.0,1,"Jl. Raya Kalipucang No.427 Rt.01 Rw.05 Ds.Kalipucang,Kec.Kalipucang, Ciamis, Indonesia","Jl. Raya Kalipucang No.427, Kalipucang, Kec. Kalipucang, Kab. Pangandaran, Jawa Barat 46397, Indonesia",-7.6496177,108.7535505
12,P3207090101,PADAHERANG,"Jl. Babakan Pikiran rakyat No. 2 Rt 01 Rw. 01, Kec. Padaherang",Ciamis,,1,"Jl. Babakan Pikiran rakyat No. 2 Rt 01 Rw. 01, Kec. Padaherang, Ciamis, Indonesia","Padaherang, Pangandaran Regency, West Java, Indonesia",-7.543898899999999,108.6930549
13,P3207090202,SINDANGWANGI,"Jl. Raya Pangandaran No.753 Rt.01 Rw 01 Ds.Sd Wg, Kec. Padaherang",Ciamis,1.0,2,"Jl. Raya Pangandaran No.753 Rt.01 Rw 01 Ds.Sd Wg, Kec. Padaherang, Ciamis, Indonesia","Jl. Raya Banjar - Pangandaran No.753, Kalipucang, Kec. Kalipucang, Kab. Pangandaran, Jawa Barat 46397, Indonesia",-7.6453352,108.7526916
14,P3207091101,MANGUNJAYA,"Jl. Raya Mangunjaya Rt. 23 Rw. 04 Ds. Mangunjaya, Kec. Mangunjaya",Ciamis,1.0,1,"Jl. Raya Mangunjaya Rt. 23 Rw. 04 Ds. Mangunjaya, Kec. Mangunjaya, Ciamis, Indonesia","Jl. Raya Mangun Jaya No.23, RT.2/RW.2, Mangunjaya, Kec. Tambun Sel., Kabupaten Bekasi, Jawa Barat 17510, Indonesia",-6.2523411,107.0585458
15,P3207100101,BANJARSARI,"Jl. Raya Banjarsari No. 112 Rt. 01 Rw 01 Ds. Banjarsari, Kec.Banjarsari",Ciamis,1.0,1,"Jl. Raya Banjarsari No. 112 Rt. 01 Rw 01 Ds. Banjarsari, Kec.Banjarsari, Ciamis, Indonesia","Jl. Raya Banjarsari No.112, Banjarsari, Kacamatan Banjarsari, Kabupaten Ciamis, Jawa Barat 46383, Indonesia",-7.4888007,108.6159947
16,P3207100202,CIULU,"Jl. Raya Pangandaran No. 85 Ds. Ciulu, Kec. Banjarsari",Ciamis,,2,"Jl. Raya Pangandaran No. 85 Ds. Ciulu, Kec. Banjarsari, Ciamis, Indonesia","Jl. Raya Banjar - Pangandaran No.85, Kedungwuluh, Kec. Padaherang, Kab. Pangandaran, Jawa Barat 46384, Indonesia",-7.526239800000001,108.6806956
17,P3207100203,CIGAYAM,"Dusun Sidamulya Ds. Cigayam, Kec. Banjarsari",Ciamis,,2,"Dusun Sidamulya Ds. Cigayam, Kec. Banjarsari, Ciamis, Indonesia","Cigayam, Banjarsari, Ciamis Regency, West Java, Indonesia",-7.4936664,108.5522531
18,P3207110101,LAKBOK,"Jl. Raya Lakbok No. 607 Rt. 08 Rw. 02 Ds. Sukanagara, Kec. Lakbok",Ciamis,1.0,1,"Jl. Raya Lakbok No. 607 Rt. 08 Rw. 02 Ds. Sukanagara, Kec. Lakbok, Ciamis, Indonesia","Jl. Raya Lakbok, Baregbeg, Kec. Lakbok, Kabupaten Ciamis, Jawa Barat 46385, Indonesia",-7.3969871,108.6792847
19,P3207110202,SIDAHARJA,"Jl. Bendung Manganti Rt. 16 Rw 03 Ds Sidaharja, Kec. Lakbok",Ciamis,,2,"Jl. Bendung Manganti Rt. 16 Rw 03 Ds Sidaharja, Kec. Lakbok, Ciamis, Indonesia","Jl. Bendung Manganti, Sidaharja, Kec. Lakbok, Kabupaten Ciamis, Jawa Barat, Indonesia",-7.4229904,108.698586
20,P3207111201,CIAWITALI,"Jl. Pramuka No.142  Rt 09  Rw 03 Ds. Prwd Ciawitali, Kec. Purwadadi",Ciamis,,2,"Jl. Pramuka No.142  Rt 09  Rw 03 Ds. Prwd Ciawitali, Kec. Purwadadi, Ciamis, Indonesia","Purwadadi, Ciamis Regency, West Java, Indonesia",-7.4489346,108.655094
21,P3207120201,PAMARICAN,"Jl. Raya Pamarican No. 5 Rt 25/06 Ds. Neglasari, Kec. Pamarican",Ciamis,,2,"Jl. Raya Pamarican No. 5 Rt 25/06 Ds. Neglasari, Kec. Pamarican, Ciamis, Indonesia","Jl. Raya Pamarican No.5 06, Neglasari, Kec. Pamarican, Kabupaten Ciamis, Jawa Barat 46382, Indonesia",-7.4407853,108.5209075
22,P3207120202,KERTAHAYU,"Jl. Raya Pangandaran No.532 Rt03 Rw 02 Ds.Kertahayu,Kec.Pamarican",Ciamis,,2,"Jl. Raya Pangandaran No.532 Rt03 Rw 02 Ds.Kertahayu,Kec.Pamarican, Ciamis, Indonesia","Jl. Raya Banjar - Pangandaran No.532, Sindangrasa, Kacamatan Banjarsari, Kabupaten Ciamis, Jawa Barat 46383, Indonesia",-7.472478499999998,108.5989579
23,P3207130201,CIDOLOG,"Jl. Cidolog-Cineam Rt 02 Rw 01 Ds. Janggala, Kec. Cidolog",Ciamis,1.0,2,"Jl. Cidolog-Cineam Rt 02 Rw 01 Ds. Janggala, Kec. Cidolog, Ciamis, Indonesia","Jl. Cineam - Cidolog No.2, Janggala, Kec. Cidolog, Kabupaten Ciamis, Jawa Barat 46352, Indonesia",-7.395856500000001,108.426179
24,P3207140101,CIMARAGAS,"Jl. Raya Manonjaya  No. 26 Rt 01 Rw 01 Ds. Beber, Kec. Cimaragas",Ciamis,1.0,1,"Jl. Raya Manonjaya  No. 26 Rt 01 Rw 01 Ds. Beber, Kec. Cimaragas, Ciamis, Indonesia","Jl. Raya Manonjaya, Pasirbatang, Kec. Manonjaya, Kabupaten Tasikmalaya, Jawa Barat 46197, Indonesia",-7.3627273,108.3639264
25,P3207150201,CIJEUNGJING,"Jl. Raya Ciamis Banjar No.625 Rt 04/02 Ds.Bjgmengger, Kec.Cijeungjing",Ciamis,1.0,2,"Jl. Raya Ciamis Banjar No.625 Rt 04/02 Ds.Bjgmengger, Kec.Cijeungjing, Ciamis, Indonesia","Jl. Ciamis - Banjar No.625, Bojongmengger, Kec. Cijeungjing, Kabupaten Ciamis, Jawa Barat 46271, Indonesia",-7.346704300000001,108.4316061
26,P3207150202,HANDAPHERANG,"Jl. H. Hasan No. 11 Rt 08 Rw 03 Ds. Handapherang, Kec. Cijeungjing",Ciamis,,2,"Jl. H. Hasan No. 11 Rt 08 Rw 03 Ds. Handapherang, Kec. Cijeungjing, Ciamis, Indonesia","Jl. H. Hasan No.11, Handapherang, Kec. Cijeungjing, Kabupaten Ciamis, Jawa Barat 46271, Indonesia",-7.3427921,108.3781398
27,P3207160201,CISAGA,"Jl. Raya Banjar Ciamis Km 5 No.206 Rt7 Rw10 Ds.Mkmukti, Kec.Cisaga",Ciamis,,2,"Jl. Raya Banjar Ciamis Km 5 No.206 Rt7 Rw10 Ds.Mkmukti, Kec.Cisaga, Ciamis, Indonesia","Dsn Pende, Jl. Ciamis - Banjar No.Km 5, RT.9/RW.3, Pamalayan, Kec. Cijeungjing, Kabupaten Ciamis, Jawa Barat 46271, Indonesia",-7.3294437,108.3964587
28,P3207170201,TAMBAKSARI,"Jl. Raya Tambaksari No. 137 Rt 01 Rw 01 Ds. Tbksari, Kec. Tambaksari",Ciamis,1.0,2,"Jl. Raya Tambaksari No. 137 Rt 01 Rw 01 Ds. Tbksari, Kec. Tambaksari, Ciamis, Indonesia","Jl. Raya Tambaksari No.137, Tambaksari, Kec. Tambaksari, Kabupaten Ciamis, Jawa Barat 46388, Indonesia",-7.248506,108.5340942
29,P3207180101,RANCAH,"Jl. Kesehatan No. 17 Rt 04 Rw 09 Ds. Situmandala, Kec. Rancah",Ciamis,,1,"Jl. Kesehatan No. 17 Rt 04 Rw 09 Ds. Situmandala, Kec. Rancah, Ciamis, Indonesia","Situmandala, Rancah, Ciamis Regency, West Java, Indonesia",-7.195914500000001,108.5166348
30,P3207190201,RAJADESA,"Jl. Raya Rajadesa. No. 35 Rt 03 Rw 01 Ds. Rajadesa, Kec. Rajadesa",Ciamis,1.0,2,"Jl. Raya Rajadesa. No. 35 Rt 03 Rw 01 Ds. Rajadesa, Kec. Rajadesa, Ciamis, Indonesia","Jl. Raya Rajadesa No.35, Sirnabaya, Kec. Rajadesa, Kabupaten Ciamis, Jawa Barat 46254, Indonesia",-7.1827101,108.4339754
31,P3207200201,MARGAHARJA,"Jl. Dusun Desa Rt 04 Rw 01 Ds. Margaharja, Kec. Sukadana",Ciamis,,2,"Jl. Dusun Desa Rt 04 Rw 01 Ds. Margaharja, Kec. Sukadana, Ciamis, Indonesia","MCW7+2QG, Karanganyar, Cijeungjing, Ciamis Regency, West Java 46271, Indonesia",-7.304939900000001,108.4144472
32,P3207210201,CIAMIS,"Jl. Tentara Pelajar No. 26 Rt 01 Rw 08 Kel Ciamis, Kec. Ciamis",Ciamis,,2,"Jl. Tentara Pelajar No. 26 Rt 01 Rw 08 Kel Ciamis, Kec. Ciamis, Ciamis, Indonesia","Jl. Tentara Pelajar No.26, Ciamis, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211, Indonesia",-7.3291938,108.3515909
